team1_pick1,team1_pick2,team1_pick3,team1_pick4,team1_pick5,team2_pick1,team2_pick2,team2_pick3,team2_pick4,team2_pick5,team1_wins
Xin Zhao,Lucian,Milio,Ornn,Ahri,Neeko,Pantheon,Kai'Sa,Renekton,Sylas,0
Varus,Gwen,Sejuani,Neeko,Ahri,Ezreal,Xin Zhao,Jax,Taliyah,Alistar,0
Pantheon,Jayce,Viktor,Xayah,Rakan,Rumble,Corki,Maokai,Jhin,Rell,0
Renekton,Lillia,Nautilus,Zeri,Annie,K'Sante,Miss Fortune,Braum,Ryze,Olaf,0
Xin Zhao,Lucian,Nami,Sion,Annie,Lillia,Taliyah,Tristana,Braum,Yorick,1
Varus,Viego,Jayce,Nautilus,LeBlanc,Miss Fortune,Wukong,Zoe,Blitzcrank,Sion,1
Jayce,Ezreal,Neeko,Skarner,Gwen,Wukong,Annie,Aphelios,Tahm Kench,Jax,1
Xin Zhao,Jhin,Rumble,Orianna,Leona,Varus,Zyra,Sion,Jayce,Alistar,1
Xin Zhao,Lucian,Nami,Sejuani,Ekko,Varus,Naafiri,Zyra,Yorick,Hwei,0
Pantheon,Ezreal,Ahri,Nautilus,Renekton,Miss Fortune,Lillia,Rell,Azir,Gnar,0
Lucian,Braum,Viego,Ryze,Nidalee,Draven,Renata Glasc,Xin Zhao,Aurora,Sion,1
Jayce,Nocturne,Ashe,Rell,Azir,K'Sante,Ezreal,Sejuani,Nautilus,Yone,1
Varus,Orianna,Xin Zhao,Sion,Karma,Pantheon,Ezreal,Akali,Nautilus,Ornn,0
Azir,Poppy,Kennen,Jhin,Rell,Gwen,Pantheon,Ahri,Miss Fortune,Neeko,1
Xin Zhao,Renekton,Azir,Senna,Nautilus,Ambessa,Sejuani,Jayce,Smolder,Braum,0
Ezreal,Skarner,Ambessa,Rakan,Viktor,Gwen,Vi,Lucian,Braum,Yone,0
Varus,Xin Zhao,Hwei,Galio,Morgana,Jhin,Naafiri,Orianna,Leona,Yorick,0
Azir,Pantheon,Jayce,Varus,Rell,Taliyah,Naafiri,Jhin,Camille,Alistar,1
Lucian,Ambessa,Nami,Wukong,Ahri,Varus,Jayce,Neeko,Sejuani,Sylas,1
Pantheon,Caitlyn,Ryze,Jax,Nidalee,Nocturne,Neeko,Mel,Corki,Kennen,0
Sion,Varus,Renata Glasc,Viktor,Wukong,Kalista,Xin Zhao,Soraka,Vladimir,Galio,0
Varus,Xin Zhao,Azir,Neeko,Ambessa,Ashe,Viego,Ekko,Leona,Olaf,0
Varus,Lillia,Nautilus,Renekton,Taliyah,Jhin,Skarner,Bard,Ambessa,Mel,0
Sion,Skarner,Samira,Rell,Diana,Sejuani,Aphelios,Renekton,Braum,Hwei,0
Vi,Varus,Viktor,Renata Glasc,Sion,Naafiri,Lucian,Yone,Braum,Gwen,0
Varus,Jarvan IV,Orianna,Renata Glasc,Ornn,Gwen,Miss Fortune,Nautilus,Zed,K'Sante,0
Naafiri,Ezreal,Ahri,Rell,Sion,Poppy,Aphelios,Sylas,Thresh,Gwen,0
Jayce,Hwei,Xin Zhao,Sett,Morgana,Varus,Rek'Sai,Nautilus,Galio,Zoe,0
Xin Zhao,Kai'Sa,Nautilus,K'Sante,Viktor,Sejuani,Aphelios,Tahm Kench,Renekton,Hwei,1
Naafiri,Varus,Karma,Sion,Hwei,Nidalee,Wukong,Jhin,Leona,Ahri,0
Miss Fortune,Viego,Ahri,Alistar,Ambessa,Vi,Jinx,Annie,Leona,Renekton,0
Vi,Smolder,Bard,Taliyah,Olaf,Xayah,Rakan,Viego,Galio,Gnar,1
Azir,Pantheon,Xayah,Braum,Shen,Yone,Kai'Sa,Kayn,Alistar,Fiora,0
Azir,Skarner,Jayce,Xayah,Rakan,Xin Zhao,Ahri,Sion,Varus,Renata Glasc,1
Gwen,Viego,Taliyah,Nautilus,Xayah,Azir,Xin Zhao,Rumble,Rakan,Jhin,0
Varus,Volibear,Ahri,Rakan,Jayce,Ashe,Xin Zhao,Braum,Morgana,Ornn,1
Rumble,Orianna,Wukong,Ashe,Braum,Pantheon,Ornn,Galio,Jhin,Alistar,0
Vi,Taliyah,Aurora,Jhin,Nautilus,Rumble,Xin Zhao,Ahri,Ezreal,Alistar,0
Vi,Ezreal,Leona,Ahri,Aatrox,Varus,Xin Zhao,Ambessa,Azir,Maokai,1
Pantheon,Miss Fortune,Ryze,Leona,Aatrox,Viktor,Varus,Skarner,Rell,Nidalee,1
Jayce,Lillia,Aatrox,Corki,Rell,Sion,Ashe,Kindred,Ryze,Leona,1
Sion,Lucian,Nami,Poppy,LeBlanc,Azir,Kalista,Renata Glasc,K'Sante,Talon,1
Naafiri,Ambessa,Kai'Sa,Poppy,Ahri,Wukong,Ezreal,Renekton,Orianna,Braum,1
Rumble,Miss Fortune,Rell,Skarner,Viktor,Ryze,Viego,Alistar,Senna,Galio,0
Pantheon,Sylas,Rell,Jhin,Naafiri,Ahri,Vi,Kai'Sa,Thresh,Aatrox,1
Varus,Jayce,Rell,Nidalee,Tristana,Gwen,Skarner,Akali,Zeri,Lulu,1
Lillia,Ashe,Pyke,Irelia,Yorick,Nocturne,Neeko,Draven,Aurora,Jax,0
Rell,Jarvan IV,Miss Fortune,Xerath,K'Sante,Pantheon,Jhin,Syndra,Janna,Singed,0
Rumble,Rell,Jhin,Sylas,Trundle,Varus,Viktor,Sion,Alistar,Lillia,0
Varus,Ivern,Azir,Leona,Jax,Pantheon,Jhin,Ambessa,Orianna,Rell,0
Gwen,Kalista,Renata Glasc,Maokai,Corki,Varus,Pantheon,Karma,Gnar,Ahri,1
Taliyah,Sion,Kai'Sa,Nautilus,Olaf,Rumble,Pantheon,Annie,Kalista,Renata Glasc,0
Jayce,Maokai,Caitlyn,Hwei,Blitzcrank,Zyra,Tristana,Sion,Galio,Taric,0
Gwen,Vi,Yasuo,Leona,Lucian,Maokai,Hwei,Jax,Tristana,Braum,1
Shen,Talon,Aurora,Corki,Leona,Sejuani,Ambessa,Kai'Sa,Ryze,Alistar,1
Wukong,Yorick,Sylas,Zeri,Lulu,Sejuani,Rakan,Xayah,Smolder,Sion,1
Varus,Maokai,Jayce,Alistar,Taliyah,Rumble,Jhin,Nautilus,Dr. Mundo,Yone,1
Ryze,Xin Zhao,K'Sante,Jhin,Leona,Yorick,Vi,Orianna,Xayah,Rakan,0
Vi,Jhin,Jayce,Syndra,Alistar,Skarner,Miss Fortune,Ambessa,Hwei,Rell,0
Pantheon,Ahri,Nautilus,Kai'Sa,Ambessa,Ashe,Taliyah,Poppy,Xin Zhao,Warwick,0
Corki,Lillia,Rell,Sivir,Sion,Miss Fortune,Sejuani,Leona,Nidalee,Ziggs,1
Vi,Lucian,Nami,Gnar,Twisted Fate,Xayah,Xin Zhao,Akali,Braum,Gangplank,0
Miss Fortune,Azir,Fiddlesticks,Ornn,Dr. Mundo,Skarner,Nidalee,Xerath,Zeri,Aatrox,1
Vi,Ahri,Jax,Lucian,Nami,Xin Zhao,Miss Fortune,K'Sante,Veigar,Rell,1
Wukong,Ashe,Seraphine,Vladimir,Orianna,Caitlyn,Karma,Gwen,Naafiri,Mel,1
Gwen,Naafiri,Annie,Ezreal,Poppy,Pantheon,Taliyah,Gnar,Alistar,Xayah,1
Caitlyn,Karma,Amumu,Gragas,Syndra,Ryze,Volibear,Renekton,Aphelios,Thresh,0
Sejuani,Corki,Nautilus,Cassiopeia,Camille,Ashe,Nidalee,Braum,Ryze,Fiora,0
Pantheon,Viktor,Yorick,Kai'Sa,Elise,Draven,Poppy,Ambessa,Ahri,Rakan,0
Gwen,Naafiri,Ahri,Kai'Sa,Rakan,Rumble,Xin Zhao,Annie,Ezreal,Poppy,0
Jayce,Ashe,Rell,Viktor,Maokai,Pantheon,Kalista,Sion,Renata Glasc,Akali,1
Taliyah,Pantheon,Rumble,Jhin,Poppy,Xin Zhao,Ahri,Ryze,Alistar,Kai'Sa,1
Varus,Jayce,Nautilus,Galio,Kha'Zix,Ezreal,Neeko,Sion,Viego,Rell,0
Naafiri,Varus,Ahri,Nautilus,Riven,Taliyah,Pantheon,Ambessa,Ziggs,Leona,1
Xin Zhao,Annie,Sion,Caitlyn,Ashe,Kalista,Renata Glasc,Aatrox,Viktor,Trundle,0
Varus,Viego,Nautilus,Sion,Viktor,Xin Zhao,Miss Fortune,Rell,Ahri,Aatrox,1
Gwen,Sejuani,Yone,Xayah,Rakan,Ezreal,Orianna,Jax,Wukong,Alistar,1
Jayce,Nocturne,Galio,Kai'Sa,Shen,Yorick,Aurora,Leona,Naafiri,Zeri,0
Gwen,Ezreal,Jayce,Skarner,Karma,Sejuani,Azir,Gnar,Kalista,Nautilus,1
Xin Zhao,Ryze,Sion,Miss Fortune,Rell,Renekton,Ahri,Nidalee,Lucian,Braum,0
Jayce,Jax,Ezreal,Gwen,Nautilus,Varus,Xin Zhao,Sion,Elise,Viktor,1
Gwen,Xin Zhao,Ryze,Xayah,Rakan,Neeko,Pantheon,Aurora,Kai'Sa,Ahri,1
Rumble,Wukong,Annie,Jhin,Maokai,Viego,Taliyah,Ambessa,Alistar,Sivir,1
Sion,Lillia,Yone,Corki,Rell,Miss Fortune,K'Sante,Naafiri,Alistar,Orianna,0
Azir,Gnar,Skarner,Jhin,Poppy,Gwen,Taliyah,Naafiri,Ezreal,Leona,0
Pantheon,Annie,Gwen,Jhin,Poppy,Xin Zhao,Taliyah,Gnar,Alistar,Kai'Sa,1
Rumble,Xin Zhao,Viktor,Zeri,Alistar,Pantheon,Ryze,Miss Fortune,Ornn,Rell,1
Taliyah,Naafiri,Rumble,Miss Fortune,Nautilus,Xin Zhao,Varus,Sion,Alistar,Akali,1
Rumble,Wukong,Lucian,Milio,Zoe,Skarner,Varus,Ambessa,Hwei,Karma,1
Yone,Sejuani,Renekton,Lucian,Braum,Xayah,Rakan,Akali,K'Sante,Viego,0
Yorick,Pantheon,Galio,Tristana,Renata Glasc,Annie,Vi,Kai'Sa,Shen,Rakan,0
Kalista,Lillia,Yone,Sion,Thresh,Draven,Sejuani,Akali,Leona,K'Sante,1
Naafiri,Lucian,Taliyah,Cho'Gath,Leona,Corki,Xin Zhao,Shen,Akali,Alistar,1
Shen,Vi,Corki,Orianna,Nami,Sejuani,Miss Fortune,Mordekaiser,Neeko,Senna,1
Senna,Alistar,Gwen,Mel,Jarvan IV,Maokai,Jinx,Leona,Hwei,Fiora,1
Naafiri,Smolder,Sion,Alistar,Varus,Yone,Lillia,K'Sante,Leona,Tristana,1
Pantheon,Rell,Tristana,Annie,Renekton,Miss Fortune,Xin Zhao,Alistar,Azir,Ornn,0
Varus,Xin Zhao,Leona,Ambessa,Taliyah,Jhin,Naafiri,Gwen,Rell,LeBlanc,1
Taliyah,Sejuani,Neeko,Ezreal,Jayce,Viktor,Pantheon,Jhin,Rell,Sion,1
Neeko,Caitlyn,Wukong,Sion,Akali,Lucian,Azir,Nami,Nocturne,Shen,1
Rumble,Kai'Sa,Rakan,Yone,Maokai,Ashe,Ambessa,Vi,Nautilus,Aurora,1
Jayce,Lillia,Yone,Jinx,Nautilus,Corki,Skarner,Yorick,Ryze,Alistar,1
Lucian,Nami,Nidalee,Trundle,Ryze,Lulu,Zeri,Skarner,Annie,Camille,1
Rumble,Ahri,Lee Sin,Sivir,Lulu,Rakan,Aurora,Poppy,Xayah,Viktor,0
Xin Zhao,Rumble,Ahri,Nautilus,Kai'Sa,Taliyah,Jhin,Pantheon,Alistar,Galio,1
Ezreal,Braum,Trundle,Renekton,Syndra,Kai'Sa,Maokai,Tristana,Zyra,Gnar,0
Nidalee,Ashe,Rell,Maokai,Viktor,Ryze,Sejuani,Rakan,Miss Fortune,Ambessa,0
Taliyah,Sejuani,Ambessa,Xayah,Nautilus,Rumble,LeBlanc,Wukong,Rakan,Jinx,1
Vi,Ryze,Jayce,Miss Fortune,Nautilus,Poppy,Taliyah,Irelia,Ezreal,Alistar,0
Naafiri,Ahri,Sion,Miss Fortune,Rell,Azir,Pantheon,Yorick,Ezreal,Braum,1
Rumble,Xin Zhao,Annie,Lucian,Nami,Pantheon,Neeko,Sion,Sylas,Kalista,1
Azir,Lucian,Milio,K'Sante,Naafiri,Xin Zhao,Ahri,Jax,Draven,Blitzcrank,0
Gwen,Skarner,Ryze,Jhin,Pyke,Gnar,Lee Sin,Orianna,Kalista,Renata Glasc,0
Yorick,Miss Fortune,Alistar,Akali,Sejuani,Skarner,Jax,Orianna,Rakan,Xayah,0
Taliyah,Jhin,Jayce,Kindred,Alistar,Miss Fortune,Yone,Rumble,Maokai,Rakan,1
Taliyah,Wukong,Ambessa,Xayah,Rakan,Naafiri,Sion,Ezreal,Azir,Neeko,1
Gwen,Jax,Neeko,Corki,Xayah,Xin Zhao,Ambessa,Ezreal,Leona,LeBlanc,1
Pantheon,Annie,Gwen,Xayah,Rakan,Rumble,Xin Zhao,Azir,Miss Fortune,Alistar,1
Gwen,Xin Zhao,Ryze,Leona,Miss Fortune,Jayce,Pantheon,Viktor,Lucian,Nautilus,1
Varus,Karma,Skarner,Akali,Aatrox,Kalista,Renata Glasc,Jarvan IV,Viktor,Camille,0
Sion,Viego,Taliyah,Jhin,Nautilus,Lillia,Varus,Yone,Rell,Ornn,0
Renekton,Tristana,Ivern,Mel,Rell,Ornn,Lillia,Corki,Alistar,Kai'Sa,1
Varus,Orianna,Pantheon,Alistar,Ornn,Jayce,Kai'Sa,Maokai,Rell,Aatrox,1
Azir,Ziggs,Ambessa,Nautilus,Lee Sin,Sion,Senna,Vi,Ahri,Leona,1
Taliyah,Xin Zhao,Rumble,Miss Fortune,Rell,Ahri,Pantheon,Sion,Neeko,Kai'Sa,0
Varus,Xin Zhao,Azir,Nautilus,Renekton,Miss Fortune,Viego,Sylas,Rakan,Ornn,0
Orianna,Wukong,Ezreal,Rell,Ambessa,Rumble,Jarvan IV,Ahri,Miss Fortune,Braum,0
Varus,Pantheon,Taliyah,Alistar,Aatrox,Naafiri,Miss Fortune,Sion,Annie,Rakan,1
Miss Fortune,Poppy,Viktor,Naafiri,Kennen,Akali,Rakan,Jhin,Xin Zhao,Cho'Gath,1
Yone,Sejuani,Gwen,Kai'Sa,Neeko,Ahri,Alistar,Gragas,Ezreal,Graves,1
Azir,Skarner,Gnar,Xayah,Rakan,Yone,Sejuani,Jayce,Corki,Karma,1
Ahri,Wukong,Gnar,Kalista,Nautilus,Xin Zhao,Azir,Jax,Rell,Xayah,1
Corki,Viego,Neeko,Alistar,Fiora,Aurora,Jhin,Dr. Mundo,Leona,Jayce,0
Ashe,Wukong,Shen,Bard,Vladimir,Rumble,Jarvan IV,Smolder,Galio,Karma,0
Rumble,Yone,Corki,Jarvan IV,Poppy,Nocturne,Ornn,Leona,Hwei,Ezreal,1
Yorick,Ashe,Seraphine,Poppy,Hwei,Kalista,Renata Glasc,Sylas,Wukong,Ornn,0
Jayce,Maokai,Rell,Cho'Gath,Corki,Viktor,Pantheon,Leona,Tristana,Dr. Mundo,0
Kai'Sa,Nautilus,Xin Zhao,Shen,Annie,Ashe,Lillia,Yone,Maokai,Aatrox,1
Sejuani,Senna,Nilah,Sylas,Gangplank,Skarner,Gragas,Karma,Ashe,Cassiopeia,0
Orianna,Ambessa,Wukong,Senna,Blitzcrank,Lucian,Galio,Nami,Sett,Volibear,1
Vi,Jhin,Nautilus,Viktor,Aatrox,Viego,Lucian,Braum,Galio,Kennen,0
Trundle,Zoe,Blitzcrank,Smolder,Yorick,Dr. Mundo,Jinx,Braum,Akali,Cho'Gath,1
Xin Zhao,Zeri,Lulu,Zoe,Renekton,Lucian,Taliyah,Nami,Skarner,Gnar,1
Pantheon,Smolder,Aurora,Alistar,Gwen,Senna,Sejuani,Nautilus,Azir,Jayce,1
Vi,Miss Fortune,Rell,Camille,Ahri,Ambessa,Sejuani,Ezreal,Neeko,Sylas,0
Vi,Kai'Sa,Leona,K'Sante,Ahri,Xin Zhao,Ezreal,Braum,Ambessa,Sylas,1
Gwen,Taliyah,Vi,Braum,Ashe,Nidalee,Pantheon,Ahri,Nautilus,Jhin,1
Taliyah,Lucian,Milio,Wukong,Galio,Xayah,Rakan,Rumble,Orianna,Skarner,0
Miss Fortune,Alistar,Jayce,Hwei,Skarner,Azir,Rell,Sion,Corki,Kayn,0
Rell,Zeri,Sion,Viktor,Viego,Karma,Jhin,Vladimir,Lee Sin,Tryndamere,1
Azir,Skarner,Nidalee,Lucian,Braum,Xin Zhao,Gwen,Ahri,Alistar,Senna,1
Taliyah,Sejuani,Jayce,Ezreal,Rell,Naafiri,Hwei,Ornn,Miss Fortune,Nautilus,1
Vi,Gwen,Ahri,Jhin,Neeko,Pantheon,Taliyah,Nidalee,Ezreal,Nautilus,1
Xin Zhao,Varus,Neeko,K'Sante,Syndra,Lucian,Pantheon,Viktor,Sion,Rakan,1
Taliyah,Naafiri,Galio,Corki,Leona,Rumble,Vi,Yone,Alistar,Ezreal,0
Rumble,Varus,Nocturne,Braum,Annie,Aurora,Skarner,Miss Fortune,Leona,Galio,0
Vi,Varus,Renata Glasc,Renekton,Aurora,Xayah,Rakan,Pantheon,Galio,Gnar,1
Skarner,Galio,Bard,Jhin,Yone,Vi,Rumble,Rakan,Xayah,Smolder,0
Pantheon,Xayah,Rakan,Akali,Nasus,Yorick,Annie,Xin Zhao,Lucian,Nami,0
Xin Zhao,Ahri,K'Sante,Ezreal,Leona,Taliyah,Pantheon,Jax,Varus,Poppy,1
Jayce,Ezreal,Kindred,Alistar,Azir,Pantheon,Sion,Kai'Sa,Nautilus,Akali,0
Gwen,Lee Sin,Annie,Smolder,Alistar,Ambessa,Wukong,Viktor,Senna,Galio,1
Taliyah,Wukong,Gwen,Lucian,Braum,Xin Zhao,Ryze,Jayce,Alistar,Senna,0
Neeko,Kalista,Rumble,Poppy,Ahri,Lucian,Xin Zhao,Nami,Aurora,Sylas,1
Rumble,Varus,Neeko,Wukong,Viktor,K'Sante,Pantheon,Mel,Xayah,Akali,1
Azir,Pantheon,Neeko,Ezreal,Sion,Kalista,Renata Glasc,Ambessa,Hwei,Trundle,1
Taliyah,Nidalee,Jhin,Leona,Lee Sin,Varus,Sion,Lillia,Alistar,Jayce,1
Varus,Evelynn,Zed,Nautilus,Shen,Naafiri,Taliyah,Lucian,Leona,K'Sante,1
Yorick,Vi,Akali,Corki,Elise,Jax,Pantheon,Orianna,Xayah,Nautilus,1
Vi,Varus,Neeko,Lux,Fiora,Shen,Tristana,Annie,Wukong,Rell,0
Taliyah,Wukong,Ambessa,Rakan,Ezreal,Xin Zhao,Gwen,Ahri,Alistar,Kai'Sa,1
Vi,Xayah,Rakan,Azir,Sion,Orianna,Nocturne,Ezreal,Neeko,Dr. Mundo,0
Naafiri,Galio,Corki,Rell,Orianna,Rumble,Viego,Ryze,Jhin,Nautilus,1
Maokai,Viktor,Sion,Sivir,Karma,Varus,Neeko,Xin Zhao,Ambessa,Orianna,0
Varus,Sejuani,Ambessa,Nautilus,Orianna,Jhin,Pantheon,Yorick,Taliyah,Alistar,0
Naafiri,Taliyah,Shen,Yorick,Sivir,Lillia,Yone,Varus,K'Sante,Alistar,1
Varus,Naafiri,Taliyah,Alistar,Gnar,Jhin,Ahri,Nautilus,Lillia,Corki,0
Naafiri,Ezreal,Azir,Alistar,Gwen,Skarner,Corki,Taliyah,Rell,Vladimir,1
Pantheon,Kai'Sa,Taliyah,Aatrox,Rell,Ezreal,Jarvan IV,Ryze,Gnar,Alistar,1
Jayce,Zeri,Volibear,Gwen,Nautilus,Jhin,Sejuani,Yorick,Azir,Rell,0
Azir,Kalista,Renata Glasc,Dr. Mundo,Jayce,Viktor,Skarner,Ashe,Seraphine,Gnar,1
Varus,Naafiri,Viktor,Karma,Shen,Ezreal,Taliyah,Ivern,Bard,Kayle,1
Aatrox,Lillia,Rell,Yone,Jinx,Renekton,Ivern,Viktor,Miss Fortune,Gragas,1
Rumble,Viego,LeBlanc,Senna,K'Sante,Azir,Xin Zhao,Sion,Lucian,Braum,0
Pantheon,Jhin,Leona,Aatrox,Hwei,Wukong,Annie,Lucian,Rakan,Renekton,1
Xin Zhao,Leona,Cassiopeia,Shen,Lucian,Sejuani,Miss Fortune,Rell,Sylas,Yorick,1
Azir,Wukong,Miss Fortune,Renata Glasc,Sion,Ahri,Viego,Rell,Kai'Sa,Aatrox,1
Vi,Ambessa,Taliyah,Ezreal,Alistar,Rumble,Miss Fortune,Viego,Viktor,Rell,0
Miss Fortune,Lillia,Tristana,Sion,Poppy,Leona,Maokai,Varus,Hwei,Aatrox,0
Xin Zhao,Jayce,Azir,Ashe,Renata Glasc,Ahri,Wukong,Leona,Corki,Olaf,1
Varus,Maokai,Yorick,Jayce,Nautilus,Mel,Xin Zhao,Ornn,Jhin,Leona,0
Corki,Naafiri,Taliyah,Olaf,Nautilus,Xin Zhao,Lucian,Syndra,Shen,Lulu,1
Xin Zhao,Jayce,Annie,Leona,Jhin,Ezreal,Rumble,Sylas,Yorick,Rell,1
Shen,Wukong,Galio,Ezreal,Fiora,Vi,Corki,Rell,Olaf,Gragas,1
Lucian,Nami,Sylas,K'Sante,Trundle,Zeri,Lulu,Jarvan IV,Zoe,Shen,0
Jayce,Xin Zhao,Sylas,Rell,Corki,Vi,Ahri,Sion,Miss Fortune,Rakan,0
Varus,Zyra,Tristana,Maokai,Ornn,Ashe,Ivern,Mel,Alistar,Ambessa,1
Vi,Lucian,Nami,Ryze,Aatrox,Xayah,Wukong,Nautilus,Aurora,Akali,1
Maokai,Azir,Sivir,Alistar,Tryndamere,Varus,Gwen,Dr. Mundo,Tristana,Leona,0
Taliyah,Kai'Sa,Nautilus,Naafiri,Nidalee,Pantheon,Jhin,Braum,Hwei,Ornn,1
Ezreal,Karma,Poppy,Viktor,K'Sante,Volibear,Lucian,Nami,Twisted Fate,Gnar,0
Varus,Taliyah,Nautilus,Nidalee,Poppy,Azir,Xin Zhao,Ambessa,Kalista,Renata Glasc,1
Nidalee,Sion,Azir,Miss Fortune,Alistar,Jayce,Lee Sin,Akali,Ezreal,Braum,0
Pantheon,Ryze,Galio,Jhin,Nautilus,Rumble,Ahri,Wukong,Lucian,Braum,0
Jayce,Ryze,Skarner,Kai'Sa,Rell,Rumble,Sejuani,Yone,Ezreal,Braum,1
Jayce,Nidalee,Ezreal,Corki,Maokai,Taliyah,Xin Zhao,Miss Fortune,Rell,Irelia,1
Pantheon,Gwen,Ahri,Jhin,Leona,Rumble,Naafiri,Orianna,Rakan,Xayah,0
Ahri,Xayah,Rakan,Lee Sin,Sion,Renekton,Viego,Aurora,Miss Fortune,Neeko,0
Varus,Naafiri,Ambessa,Alistar,Twisted Fate,Hwei,Gnar,Skarner,Senna,Tahm Kench,1
Varus,Viego,Jayce,Rell,Gwen,Xin Zhao,Kai'Sa,Sion,Nautilus,Aurora,0
Rumble,Sejuani,Yone,Varus,Poppy,Naafiri,Taliyah,Ambessa,Miss Fortune,Nautilus,1
Azir,Skarner,Aatrox,Lucian,Rakan,Sion,Wukong,Ahri,Rell,Ezreal,0
Vi,Kalista,Neeko,Ambessa,Annie,Xin Zhao,Gwen,Viktor,Ashe,Braum,0
Varus,Yorick,Annie,Renata Glasc,Trundle,Taliyah,Pantheon,K'Sante,Rell,Ezreal,1
Vi,Rumble,Ezreal,Sylas,Braum,Varus,Jarvan IV,Galio,Mel,Bard,1
Sion,Miss Fortune,Leona,Xin Zhao,Orianna,Lucian,Shen,Braum,Zed,Akali,0
Viktor,Kalista,Renata Glasc,Yorick,Nocturne,Xin Zhao,Neeko,Ezreal,Annie,Olaf,1
Azir,Poppy,Jayce,Lucian,Braum,Rumble,Skarner,Smolder,Senna,Nautilus,0
Ashe,Braum,Gwen,Ahri,Zed,Miss Fortune,Sion,Neeko,Wukong,Ekko,1
Rumble,Wukong,Akali,Alistar,Sivir,Varus,Vi,Gwen,Ahri,Renata Glasc,1
Zoe,Caitlyn,Neeko,K'Sante,Nocturne,Taliyah,Miss Fortune,Rell,Viktor,Gnar,0
Yorick,Pantheon,Sylas,Jhin,Nautilus,Taliyah,Naafiri,Sion,Xayah,Braum,0
Wukong,Jax,Kai'Sa,Ahri,Lux,Yorick,Sejuani,Azir,Corki,Nautilus,0
Azir,Maokai,Miss Fortune,Nautilus,Gnar,Pantheon,Taliyah,Sion,Neeko,Kai'Sa,0
Azir,Pantheon,Yorick,Jhin,Leona,Ahri,Xin Zhao,Varus,Volibear,Rell,0
Varus,Naafiri,Sion,Ahri,Alistar,Taliyah,Xin Zhao,Jhin,Cho'Gath,Nautilus,1
Ahri,Vi,Varus,Ambessa,Leona,Taliyah,Xin Zhao,Jayce,Ezreal,Braum,0
Taliyah,Wukong,Caitlyn,Sion,Karma,Naafiri,Ezreal,Hwei,Neeko,Aatrox,0
Naafiri,Xayah,Rakan,Shen,Ahri,Corki,Xin Zhao,Leona,Jayce,Sylas,1
Miss Fortune,Maokai,Aatrox,Rakan,Viktor,Corki,Gragas,Jarvan IV,Rell,Akali,0
Gwen,Wukong,Azir,Xayah,Rakan,Pantheon,Miss Fortune,Rell,Yone,Zyra,0
Vi,Kai'Sa,Taliyah,Sion,Elise,Ezreal,Naafiri,Ahri,Neeko,Aatrox,1
Corki,Zyra,Nautilus,Yone,Gnar,Maokai,Lucian,Braum,Viktor,Ambessa,0
Galio,Trundle,Kai'Sa,Neeko,Vi,Ambessa,Sejuani,Sylas,Aphelios,Thresh,1
Rumble,Sejuani,Yone,Ashe,Braum,Lucian,Ornn,Nami,Dr. Mundo,Tristana,1
Maokai,Miss Fortune,Ryze,Rell,Jayce,Lillia,Yone,Nautilus,Corki,Ornn,1
Jhin,Jax,Nocturne,Viktor,Galio,Sejuani,Yorick,Kai'Sa,Alistar,Ryze,1
Varus,Pantheon,Rell,Gwen,Hwei,Jhin,Sion,Janna,Taliyah,Zac,1
Viktor,Kalista,Renata Glasc,Wukong,K'Sante,Jinx,Skarner,Lulu,Orianna,Jax,0
Vi,Jhin,Taliyah,Gnar,Bard,Wukong,Varus,Ornn,Syndra,Neeko,1
Naafiri,Shen,Orianna,Jinx,Lulu,Corki,Gragas,Cho'Gath,Yasuo,Bard,1
Nautilus,Draven,Orianna,K'Sante,Amumu,Maokai,Tristana,Sett,Corki,Kennen,1
Rell,Viego,Kennen,Zeri,Akali,Aatrox,Alistar,Nocturne,Sivir,Lissandra,1
Pantheon,Viktor,Ezreal,Jayce,Leona,Naafiri,Mel,Olaf,Seraphine,Poppy,1
Viego,Zoe,Kai'Sa,Neeko,Nocturne,Ashe,Azir,Milio,Sejuani,Ambessa,1
Akali,Kalista,Elise,Gnar,Viego,Ashe,Neeko,Sion,Jarvan IV,Rumble,0
Vi,Rumble,Sivir,Yuumi,Viktor,Miss Fortune,Morgana,Alistar,Nasus,Lucian,0
Senna,Gwen,Nautilus,Orianna,Zed,Smolder,Rumble,Rell,Xin Zhao,Hwei,1
Jayce,Pantheon,Viktor,Corki,Alistar,Nidalee,Miss Fortune,Yone,Wukong,Rakan,0
Nautilus,Lee Sin,Sylas,Zilean,Smolder,Kindred,Seraphine,Braum,Galio,Aatrox,1
Naafiri,Ezreal,Twisted Fate,Soraka,Garen,Taliyah,Poppy,Leona,Jhin,Ambessa,1
Neeko,Dr. Mundo,Kalista,Gragas,Yasuo,Karma,Maokai,Xayah,Sylas,Shen,0
Azir,Rumble,Wukong,Varus,Nautilus,Pantheon,Viktor,Jayce,Neeko,Kalista,0
Pantheon,Rumble,Orianna,Nautilus,Kai'Sa,Xin Zhao,Ryze,Ornn,Ezreal,Leona,1
Xin Zhao,Ryze,Miss Fortune,K'Sante,Rell,Taliyah,Skarner,Ezreal,Jax,Alistar,0
Gwen,Wukong,Sylas,Zeri,Rakan,Jayce,Ahri,Skarner,Xayah,Rell,1
